serial_number,name_of_facility,type_of_facility_select_one_of_phc_secondary_tertiary_pfp_fbo,presumptive_classification_presumptive_ds_tb,presumptive_classification_presumptive_dr_tb,presumptive_examined_for_diagnosis,presumptive_examinations_xpert,presumptive_examinations_afb,presumptive_examinations_tb_lamp_lf_lam_and_others,presumptive_examinations_screened_with_x_ray,presumptive_bacteriologically_positive_xpert_positive,presumptive_bacteriologically_positive_smear_positive,presumptive_bacteriologically_positive_tb_lamp_lf_lam_positive,presumptive_chest_x_ray_suggestive,presumptive_total_diagnosed,presumptive_rifampicin_resistant_cases,presumptive_previously_known_hiv_status_positive,presumptive_previously_known_hiv_status_negative,presumptive_hiv_status_positive,presumptive_hiv_status_negative,presumptive_hiv_status_unknown,presumptive_no_of_presumptive_that_are_hc_ws,presumptive_referred_from_the_community,presumptive_referred_from_ppm,confirmed_pulmonary_tb_cases_new,confirmed_pulmonary_tb_cases_relapse,confirmed_pulmonary_tb_cases_tx_history_unknown,confirmed_pulmonary_tb_cases_all_other_retreatment_tb_cases,confirmed_eptb_cases_new,confirmed_eptb_cases_relapse,confirmed_eptb_cases_tx_history_unknown,confirmed_eptb_cases_all_other_retreatment_tb_cases,total_tb_cases,previously_known_hiv_status_positive,previously_known_hiv_status_negative,previously_unknown_hiv_status_tested_for_hiv_positive,previously_unknown_hiv_status_tested_for_hiv_negative,previously_unknown_hiv_status_not_tested,bacteriologically_diagnosed_xpert_positive,bacteriologically_diagnosed_smear_positive,bacteriologically_diagnosed_tb_lamp_positive,bacteriologically_diagnosed_lf_lam_positive,clinically_diagnosed_x_ray_other_clinical_diagnosis,no_of_health_care_workers_diagnosed_with_tb,community_activity_referred_from_the_community,community_activity_managed_by_treatment_supporter,quarter,lga,year,presumptive_bacteriologically_positive_truenat_positive,presumptive_examinations_truenat,bacteriologically_diagnosed_truenat_positive,presumptive_no_of_presumptive_that_are_positive_for_covid_19,presumptive_no_of_presumptive_that_are_tested_for_covid_19,presumptive_other_clinical_diagnosis,no_of_tb_patients_with_covid_19_infection,facility,zones,states,lgas,lat,lon
34,IYALI HOSPITAL,PFP,99,0,99,5,0,0,0,5,0,0,0,5,0,0,0,0,0,99,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,5,1,Kaduna north,2022,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
35,IYALI HOSPITAL,PFP,183,0,183,183,0,0,0,13,0,0,0,13,0,0,0,0,0,183,0,178,183,13,0,0,0,0,0,0,0,13,0,13,0,0,0,13,0,0,0,0,0,0,13,2,Kaduna north,2022,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
36,IYALI HOSPITAL,PFP,70,0,70,70,0,0,0,7,0,0,0,7,0,0,0,0,0,70,0,56,70,7,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,7,3,Kaduna north,2022,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
37,IYALI HOSPITAL,PFP,110,0,110,110,0,0,0,13,0,0,0,13,0,0,0,0,0,110,0,0,110,13,0,0,0,0,0,0,0,13,0,13,0,0,0,13,0,0,0,0,0,0,13,4,Kaduna north,2022,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
38,IYALI HOSPITAL,PFP,90,0,90,90,0,0,0,11,0,0,0,11,0,0,0,0,0,90,0,0,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,11,0,0,0,0,0,0,11,1,Kaduna north,2023,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
39,IYALI HOSPITAL,PFP,120,0,120,120,0,0,0,12,0,0,0,12,0,0,0,0,0,120,0,0,120,12,0,0,0,0,0,0,0,12,0,12,0,0,0,12,0,0,0,0,0,0,12,2,Kaduna north,2023,0,0,0,0,0,0,0,Iyalihospital,NWZ,Kaduna,Kaduna north,10.5601764,7.4481079
40,JAWAKO,PFP,360,0,360,185,175,0,0,2,8,0,0,10,0,0,0,0,0,360,0,0,360,10,0,0,0,0,0,0,0,10,0,10,0,0,0,2,8,0,0,0,0,0,10,1,Kaduna north,2021,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
41,JAWAKO,PFP,86,0,86,86,0,0,0,10,0,0,0,10,0,0,0,0,0,86,0,0,86,10,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,10,2,Kaduna north,2021,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
42,JAWAKO,PFP,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
43,JAWAKO,PFP,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2021,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
44,JAWAKO,PFP,25,0,25,25,0,0,0,2,0,0,0,2,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,1,Kaduna north,2022,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
45,JAWAKO,PFP,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2022,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
46,JAWAKO,PFP,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2022,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
47,JAWAKO,PFP,19,0,19,19,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,19,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,Kaduna north,2022,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
48,JAWAKO,PFP,19,0,19,19,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,19,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,Kaduna north,2023,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
49,JAWAKO,PFP,215,0,215,215,0,0,0,20,0,0,0,20,0,0,0,0,0,215,0,0,215,20,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,20,2,Kaduna north,2023,0,0,0,0,0,0,0,Jawako,,,,10.51428616,7.432599664
50,JODEB HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Jodebhospital,NWZ,Kaduna,Chikun,10.5083193,7.4261366
51,JODEB HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2022,0,0,0,0,0,0,0,Jodebhospital,NWZ,Kaduna,Chikun,10.5083193,7.4261366
52,JODEB HOSPITAL,PFP,105,0,105,105,0,0,2,4,0,0,1,5,0,0,0,0,0,105,0,100,105,5,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,1,0,0,5,3,Kaduna north,2022,0,0,0,0,0,0,0,Jodebhospital,NWZ,Kaduna,Chikun,10.5083193,7.4261366
53,JODEB HOSPITAL,PFP,85,0,85,80,0,0,5,10,0,0,1,11,0,0,0,0,0,85,0,0,85,11,0,0,0,0,0,0,0,11,0,11,0,0,0,10,0,0,0,1,0,0,11,4,Kaduna north,2022,0,0,0,0,0,0,0,Jodebhospital,NWZ,Kaduna,Chikun,10.5083193,7.4261366
1,JODEB HOSPITAL,PFP,41,0,41,38,0,0,3,2,0,0,0,2,0,0,0,0,0,41,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,1,Kaduna north,2023,0,0,0,0,0,0,0,Jodebhospital,NWZ,Kaduna,Chikun,10.5083193,7.4261366
2,JODEB HOSPITAL,PFP,62,0,62,62,0,0,0,2,0,0,0,2,0,0,0,0,0,62,0,0,62,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,2,Kaduna north,2023,0,0,0,0,0,0,0,Jodebhospital,NWZ,Kaduna,Chikun,10.5083193,7.4261366
3,JOS ROAD PHC,PHC,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
4,JOS ROAD PHC,PHC,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2021,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
5,JOS ROAD PHC,PHC,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
6,JOS ROAD PHC,PHC,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2021,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
7,JOS ROAD PHC,PHC,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
8,JOS ROAD PHC,PHC,214,0,214,214,0,0,0,35,0,0,0,35,0,0,0,0,0,214,0,200,0,35,0,0,0,0,0,0,0,35,0,35,0,0,0,35,0,0,0,0,0,35,35,2,Kaduna north,2022,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
9,JOS ROAD PHC,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2022,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
10,JOS ROAD PHC,PHC,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2022,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
11,JOS ROAD PHC,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2023,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
12,JOS ROAD PHC,PHC,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2023,0,0,0,0,0,0,0,Josroadphc,,,,10.50399,7.42634
13,KABALA HOSPITAL,PFP,86,0,86,86,0,0,0,8,0,0,0,8,0,0,0,0,86,0,0,0,86,8,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,0,0,0,0,0,8,1,Kaduna north,2021,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
14,KABALA HOSPITAL,PFP,71,0,71,71,0,0,0,5,0,0,0,5,0,0,0,0,0,71,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,5,2,Kaduna north,2021,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
15,KABALA HOSPITAL,PFP,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
16,KABALA HOSPITAL,PFP,43,0,43,43,0,0,0,3,0,0,0,3,0,0,0,0,20,23,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,4,Kaduna north,2021,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
17,KABALA HOSPITAL,PFP,110,0,110,110,0,0,0,6,0,0,0,6,0,0,0,0,0,110,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,6,1,Kaduna north,2022,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
18,KABALA HOSPITAL,PFP,80,0,80,80,0,0,0,6,0,0,0,6,0,0,0,0,0,80,0,79,80,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,6,2,Kaduna north,2022,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
19,KABALA HOSPITAL,PFP,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2022,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
20,KABALA HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2022,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
21,KABALA HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2023,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
22,KABALA HOSPITAL,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2023,0,0,0,0,0,0,0,Kabalahospital,,,,10.50063,7.44307
23,KADUNA  PRISON,PHC,29,0,29,11,18,0,0,0,2,0,0,2,0,0,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
24,KADUNA  PRISON,PHC,20,0,20,20,0,0,0,1,2,0,1,4,0,0,0,1,19,0,0,0,0,4,0,0,0,0,0,0,0,4,1,3,0,0,0,1,2,0,0,1,0,0,0,2,Kaduna north,2021,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
25,KADUNA  PRISON,PHC,18,0,18,18,0,0,0,1,0,0,1,2,0,0,0,0,18,0,0,10,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
26,KADUNA  PRISON,PHC,18,0,18,18,0,0,0,1,0,0,0,1,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,Kaduna north,2021,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
27,KADUNA  PRISON,PHC,8,0,8,8,0,0,0,2,0,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
28,KADUNA  PRISON,PHC,7,0,7,7,0,0,0,4,0,0,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,4,2,Kaduna north,2022,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
29,KADUNA  PRISON,PHC,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2022,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
30,KADUNA  PRISON,PHC,59,1,60,60,0,0,0,5,0,0,0,5,0,0,0,2,58,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,4,Kaduna north,2022,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
31,KADUNA  PRISON,PHC,10,0,10,10,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Kaduna north,2023,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
32,KADUNA  PRISON,PHC,30,0,30,30,0,0,0,4,0,0,0,4,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,2,Kaduna north,2023,0,0,0,0,0,0,0,Kadunaprison,,,,10.51757,7.44048
33,KAWO ISLAMIC HOSPITAL,PFP,58,0,58,58,0,0,0,4,0,0,0,4,0,0,0,0,58,0,0,0,58,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,4,1,Kaduna north,2021,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
34,KAWO ISLAMIC HOSPITAL,PFP,60,0,60,60,0,0,0,7,0,0,0,7,0,0,0,0,60,0,0,0,60,7,0,0,0,0,0,0,0,7,1,6,0,0,0,7,0,0,0,0,0,0,7,2,Kaduna north,2021,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
35,KAWO ISLAMIC HOSPITAL,PFP,84,3,87,87,0,0,0,6,0,0,1,7,0,0,0,0,24,63,0,78,87,7,0,0,0,0,0,0,0,7,0,7,0,0,0,6,0,0,0,1,0,5,7,3,Kaduna north,2021,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
36,KAWO ISLAMIC HOSPITAL,PFP,84,3,87,87,0,0,0,4,0,0,1,5,0,0,0,0,24,63,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,1,0,0,5,4,Kaduna north,2021,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
37,KAWO ISLAMIC HOSPITAL,PFP,62,0,62,62,0,0,0,4,0,0,0,4,0,0,0,0,12,50,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,4,1,Kaduna north,2022,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
38,KAWO ISLAMIC HOSPITAL,PFP,58,0,58,58,0,0,0,6,0,0,0,6,0,0,0,8,50,0,0,0,58,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,6,2,Kaduna north,2022,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
39,KAWO ISLAMIC HOSPITAL,PFP,100,0,100,100,0,0,0,10,0,0,0,10,0,0,0,0,0,100,0,0,100,10,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,10,3,Kaduna north,2022,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
40,KAWO ISLAMIC HOSPITAL,PFP,190,0,190,190,0,0,0,22,0,0,1,23,0,0,0,0,0,190,0,0,190,23,0,0,0,0,0,0,0,23,0,23,0,0,0,22,0,0,0,1,0,23,23,4,Kaduna north,2022,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
41,KAWO ISLAMIC HOSPITAL,PFP,204,0,204,200,0,0,4,13,0,0,2,15,0,0,8,0,0,196,0,0,204,15,0,0,0,0,0,0,0,15,0,15,0,0,0,13,0,0,0,2,0,0,15,1,Kaduna north,2023,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
42,KAWO ISLAMIC HOSPITAL,PFP,145,0,145,120,0,0,25,9,0,0,2,11,0,0,0,0,0,145,0,0,145,11,0,0,0,0,0,0,0,11,0,11,0,0,0,9,0,0,0,2,0,0,11,2,Kaduna north,2023,0,0,0,0,0,0,0,Kawoislamichospital,NWZ,Kaduna,Sabon gari,10.5591231,7.4480353
43,LAFIYA HOSPITAL,PFP,159,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
44,LAFIYA HOSPITAL,PFP,41,0,41,41,0,0,0,4,0,0,0,4,0,0,0,0,4,37,0,0,37,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,4,2,Kaduna north,2021,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
45,LAFIYA HOSPITAL,PFP,25,0,25,25,0,0,0,1,0,0,1,2,0,0,0,0,0,25,0,8,25,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,2,3,Kaduna north,2021,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
46,LAFIYA HOSPITAL,PFP,87,0,87,87,0,0,0,4,0,0,0,4,0,0,0,0,0,87,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,4,4,Kaduna north,2021,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
47,LAFIYA HOSPITAL,PFP,22,0,22,22,0,0,0,3,0,0,0,3,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,1,Kaduna north,2022,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
48,LAFIYA HOSPITAL,PFP,25,0,25,25,0,0,0,3,0,0,0,3,0,0,0,0,0,25,0,22,25,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,2,Kaduna north,2022,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
49,LAFIYA HOSPITAL,PFP,41,0,41,41,0,0,0,3,0,0,2,5,0,0,0,0,0,41,0,0,41,5,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,2,0,0,5,3,Kaduna north,2022,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
50,LAFIYA HOSPITAL,PFP,56,0,56,54,0,0,2,7,0,0,1,8,0,0,0,0,0,56,0,0,56,8,0,0,0,0,0,0,0,8,0,8,0,0,0,7,0,0,0,1,0,0,8,4,Kaduna north,2022,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
51,LAFIYA HOSPITAL,PFP,58,0,58,50,0,0,8,5,0,0,3,8,0,0,0,0,0,58,0,0,58,8,0,0,0,0,0,0,0,8,0,8,0,0,0,5,0,0,0,3,0,0,8,1,Kaduna north,2023,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
52,LAFIYA HOSPITAL,PFP,144,0,144,100,0,0,44,10,0,0,5,15,0,0,0,0,0,144,0,0,144,15,0,0,0,0,0,0,0,15,0,15,0,0,0,10,0,0,0,5,0,0,15,2,Kaduna north,2023,0,0,0,0,0,0,0,Lafiyahospital,NWZ,Kaduna,Kaduna north,10.5055348,7.4257986
53,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2021,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
1,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2021,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
2,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2021,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
3,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2021,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
4,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2022,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
5,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kaduna north,2022,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
6,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kaduna north,2022,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
7,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Kaduna north,2022,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
8,LOGO CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kaduna north,2023,0,0,0,0,0,0,0,Logoclinic,NWZ,Kaduna,Kaduna north,10.5090017,7.4268125
